OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_CODE26,SA4_NAME26,STE_NAME26,source_record_id,dc_location_key,augmentation_status,match_distance_m,match_method,external_id,external_title,external_address,external_operator,external_dc_plug_types,external_usage_cost_text,external_access_type,external_bay_count,external_number_of_points,external_status,external_last_verified,external_provider,external_provider_license,external_source_url,augmented,augmentation_source,matched_sources,evie_match_status,evie_augmented,ampol_match_status,ampol_augmented,ocm_match_status,ocm_augmented,osm_match_status,osm_augmented
,,"24 Sallys Corner Rd, Exeter , 2579",Tesla,6,DC,250 kW,-34.60929234,150.2297688,Wingecarribee Shire Council,2579,Existing Fast Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00357,"-34.609292,150.229769",matched,8.48,nearby_identity,266620,Exeter Supercharger,"Sallys Corner Rd, Exeter, 2579",Tesla (Tesla-only charging),CCS (Type 2),$0.66/kWh,Public - Membership Required,,6,Operational,2023-06-08T12:43:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/266620,True,ocm,ocm; osm,review_identity,False,unmatched,False,matched,True,matched,True
,,"240 Hillsborough Rd, Warners Bay NSW 2282",Evie,4,DC,150 kW,-32.96354505,151.6617414,Lake Macquarie City Council,2282,ARENA - Driving the Nation,111,Newcastle and Lake Macquarie,New South Wales,ev_00358,"-32.963545,151.661741",matched,7.62,nearby_identity,7316,Warners Bay Grove,240 Hillsborough Rd  Warners Bay 2282,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie,matched,True,unmatched,False,unmatched,False,unmatched,False
,,"241 Keen St, Lismore, 2480",Tesla,2,AC,11 kW,-28.81323828,153.2754755,Lismore City Council,2480,Existing Destination Chargers,112,Richmond - Tweed,New South Wales,ev_00359,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"241 Waterworth Dr, Mount Annan NSW 2567, Australia",Viva Energy Australia,4,DC,175 kW,-34.049425,150.7603383,Camden Council,2567,Fast Charging R2,123,Sydney - Outer South West,New South Wales,ev_00360,"-34.049425,150.760338",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,review_identity,False
,,"242 Arden St, Sydney, 2034",Tesla,2,AC,22 kW,-33.92219424,151.2558779,Randwick City Council,2034,Existing Destination Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00361,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"24-28 Burns Bay Rd, Sydney, 2066",Exploren,4,AC,6 kW,-33.81524529,151.1691802,Lane Cove Municipal Council,2066,Existing Destination Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00362,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"243 Liverpool St, Sydney, 2010",Saascharge,2,AC,11 kW,-33.87752357,151.2151131,"Sydney, Council of the City of",2010,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_00363,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"24-42 King Georges Rd, Sydney, 2195",BP,2,DC,75 kW,-33.91960065,151.0668519,Canterbury Bankstown Council,2195,Existing Fast Chargers,119,Sydney - Inner South West,New South Wales,ev_00364,"-33.919601,151.066852",matched,27.39,nearby_identity,273436,Wiley Park [bp pulse],"24-42 King Georges Road, Wiley Park, 2195",BP Pulse (AU),CCS (Type 2); CHAdeMO,55c/kWh,Public - Membership Required,,1,Operational,2023-08-09T12:50:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/273436,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"2457 Broke Rd, Pokolbin, 2320",Tesla,1,AC,22 kW,-32.7757598,151.3382833,Cessnock City Council,2320,Existing Destination Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00365,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"247 Belmore Rd, Riverwood NSW 2210",Evie,4,DC,75 kW,-33.952562,151.05103,Georges River Council,2210,ARENA - Driving the Nation,119,Sydney - Inner South West,New South Wales,ev_00366,"-33.952562,151.051030",matched,0.03,nearby_identity,7719,Riverwood Plaza,247 Belmore Rd  Riverwood 2210,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie,matched,True,unmatched,False,unmatched,False,unmatched,False
,,"25 Ashburner St, Sydney, 2095",Exploren,1,AC,22 kW,-33.80041046,151.2888599,Northern Beaches Council,2095,Existing Destination Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00367,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"25 Childe St, Byron Bay , NSW 2481",EVX,2,AC,22 kW,-28.63430035,153.598952,Byron Shire Council,NSW 2481,Existing Destination Chargers,112,Richmond - Tweed,New South Wales,ev_00368,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"25 Frenchs Forest Rd E, Frenchs Forest NSW 2086",Evie,4,DC,150 kW,-33.75133669,151.2434692,Northern Beaches Council,2086,ARENA - Driving the Nation,122,Sydney - Northern Beaches,New South Wales,ev_00369,"-33.751337,151.243469",matched,13.54,nearby_identity,7713,Allambie Grove Business Park – Frenchs Forest,25 Frenchs Forest Rd E  Frenchs Forest 2086,Evie Networks,CCS Type 2,0.73/kWh + 0.04/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie; ocm,matched,True,unmatched,False,matched,True,unmatched,False
,,"250 Comur St, Yass, 2582",Chargefox,4,DC,47 kW,-34.84551056,148.9151892,Yass Valley Council,2582,Existing Fast Chargers,101,Capital Region,New South Wales,ev_00370,"-34.845511,148.915189",matched,43.75,nearby_identity,307990,Woolworths Yass,"Comur Street, Yass",Chargefox,CCS (Type 2),,Public - Membership Required,,4,Operational,2025-01-23T07:44:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/307990,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"250-318 Parramatta Rd, Sydney, 2140",Tesla,2,AC,22 kW,-33.86138443,151.0695506,Strathfield Municipal Council,2140,Existing Destination Chargers,120,Sydney - Inner West,New South Wales,ev_00371,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"251 Edgecliff Rd
Woollahra NSW 2025
Australia",EVX,2,AC,22 kW,-33.8885736,151.2444096,Woollahra Municipal Council,2025,Kerbside Charging R1,118,Sydney - Eastern Suburbs,New South Wales,ev_00372,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"252 Centennial Rd, Bowral, 2576",Tesla,4,AC,6 kW,-34.46303808,150.4014895,Wingecarribee Shire Council,2576,Existing Destination Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00373,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"253 Pacific Hwy, Coffs Harbour, 2450",Tesla,12,DC,130 kW,-30.28143948,153.1316667,Coffs Harbour City Council,2450,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00374,"-30.281439,153.131667",matched,0.09,nearby_identity,97619,Coffs Harbour Supercharger [Tesla],"253 Pacific Highway, Coffs Harbour, 2450",Tesla (Tesla-only charging),CCS (Type 2),$0.52/kWh,Public - Membership Required,,6,Operational,2021-12-19T01:50:00Z,Open Charge Map Contributors,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),https://openchargemap.org/site/poi/details/97619,True,ocm,ocm; osm,unmatched,False,unmatched,False,matched,True,matched,True
,,"25-47 Ocean St, Sydney, 2101",JOLT,2,DC,25 kW,-33.71943448,151.2986617,Northern Beaches Council,2101,Existing Fast Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00375,"-33.719434,151.298662",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"259 Pitt St, Sydney, 2000",Tesla,4,AC,22 kW,-33.87196101,151.208024,"Sydney, Council of the City of",2000,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_00376,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"26 Aspect Dr, Coffs Harbour, 2450",Tesla,4,DC,60 kW,-30.27522227,153.1319389,Coffs Harbour City Council,2450,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00377,"-30.275222,153.131939",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,,"26 Bent St, Sydney, 2137",Evie,2,DC,75 kW,-33.85437842,151.103997,"Canada Bay Council, City of",2137,Existing Fast Chargers,120,Sydney - Inner West,New South Wales,ev_00378,"-33.854378,151.103997",matched,7.46,nearby_identity,node/13168689959,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/13168689959,True,osm,osm,review_shared_external,False,unmatched,False,unmatched,False,matched,True
,,"26 Neilly St, Walgett, NSW 2832, Australia",NRMA,2,DC,75 kW,-28.8659158,153.0485564,Walgett Shire Council,2337,TfNSW Regional,112,Richmond - Tweed,New South Wales,ev_00379,"-28.865916,153.048556",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"26 Terry St, Sydney, 2041",EVX,2,AC,22 kW,-33.85783788,151.171049,Inner West Council,2041,Existing Destination Chargers,120,Sydney - Inner West,New South Wales,ev_00380,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"26 William St, Newcastle, 2304",Tesla,3,AC,22 kW,-32.89182187,151.7444695,Newcastle City Council,2304,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00381,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"260 Craft Rd, Corrabare, 2325",Tesla,2,AC,6 kW,-32.9506577,151.177976,Cessnock City Council,2325,Existing Destination Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00382,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"260 Jersey Rd, Plumpton NSW 2761",Evie,4,DC,75 kW,-33.7459827,150.8357299,Blacktown City Council,2761,ARENA - Driving the Nation,116,Sydney - Blacktown,New South Wales,ev_00383,"-33.745983,150.835730",matched,122.45,nearby_identity,6419,HomeCo – Plumpton Marketplace,260 Jersey Rd  Plumpton 2761,Evie Networks,CCS Type 2; CHAdeMO,0.60/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie,matched,True,unmatched,False,unmatched,False,unmatched,False
,,"260A Liverpool Rd, Ashfield NSW 2131",Evie,4,DC,50 kW,-33.889564,151.123599,Inner West Council,2131,ARENA - Driving the Nation,120,Sydney - Inner West,New South Wales,ev_00384,"-33.889564,151.123599",matched,0.04,nearby_identity,3651,Ashfield Mall,260A Liverpool Rd  Ashfield 2131,Evie Networks,CCS Type 2; CHAdeMO,0.62/kWh + 0.09/kWh (9:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie; ocm; osm,matched,True,unmatched,False,matched,True,matched,True
,,"26-30 Bayley St, Sydney, 2204",Exploren,2,AC,22 kW,-33.91201606,151.1427437,Inner West Council,2204,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_00385,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"266 Cressy St, Deniliquin, 2710",Exploren,4,AC,6 kW,-35.53144649,144.9647688,Edward River Council,2710,Existing Destination Chargers,109,Murray,New South Wales,ev_00386,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"27 Arthur St, Moss Vale, 2577",Tesla,1,AC,6 kW,-34.55413118,150.3718428,Wingecarribee Shire Council,2577,Existing Destination Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00387,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"27 Campbell Avenue, Sydney, 2021",Exploren,1,AC,22 kW,-33.88103508,151.2227978,Woollahra Municipal Council,2021,Existing Destination Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00388,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"27 Fitzroy St, Grafton, 2460",Tesla,2,AC,22 kW,-29.69422127,152.9378539,Clarence Valley Council,2460,Existing Destination Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00389,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"27 Munda St, Sydney, 2031",Chargefox,2,AC,6 kW,-33.93062467,151.2464695,Randwick City Council,2031,Existing Destination Chargers,118,Sydney - Eastern Suburbs,New South Wales,ev_00390,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"27 Wyee Rd, Morisset, 2264",Exploren,2,AC,22 kW,-33.12330735,151.4779489,Lake Macquarie City Council,2264,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00391,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"27-33 Oaks Ave, Dee Why NSW 2099",Evie,4,DC,150 kW,-33.75442135,151.2873331,Northern Beaches Council,2099,ARENA - Driving the Nation,122,Sydney - Northern Beaches,New South Wales,ev_00392,"-33.754421,151.287333",matched,2.68,nearby_identity,4507,Dee Why Marketplace,27-33 Oaks Avenue  Dee Why 2099,Evie Networks,CCS Type 2,0.71/kWh + 0.04/kWh (11:00 AM-9:00 PM),,,,,,Evie Networks official station map,Official website; no open-data licence asserted,https://evie.com.au/find-a-charger/,True,evie,evie,matched,True,unmatched,False,unmatched,False,review_identity,False
,,"28 Albion Street, Sydney, 2010",Exploren,2,AC,6 kW,-33.88192097,151.2097618,"Sydney, Council of the City of",2010,Existing Destination Chargers,117,Sydney - City and Inner South,New South Wales,ev_00393,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"28 Auburn Street, Moree, NSW 2400, Australia",NRMA,2,DC,50 kW,-35.3548636,145.725081,Moree Plains Shire Council,2716,TfNSW Regional,109,Murray,New South Wales,ev_00394,"-35.354864,145.725081",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,review_identity,False
,,"28 Blue Gum Rd, Newcastle, 2299",Tesla,1,AC,6 kW,-32.90296501,151.6898519,Newcastle City Council,2299,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00395,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"28 Lawson St, Byron Bay, 2481",EVUp,2,DC,100 kW,-28.64327432,153.6158749,Byron Shire Council,2481,Existing Fast Chargers,112,Richmond - Tweed,New South Wales,ev_00396,"-28.643274,153.615875",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,review_identity,False,unmatched,False
,,"28 Peppertree Dr, Pokolbin, 2320",Tesla,2,AC,3 kW,-32.73733038,151.3178178,Cessnock City Council,2320,Existing Destination Chargers,106,Hunter Valley exc Newcastle,New South Wales,ev_00397,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"2-8 Turramurra Ave, Sydney, 2074",Evie,4,DC,75 kW,-33.7323514,151.1307097,Ku-ring-gai Council,2074,Existing Fast Chargers,121,Sydney - North Sydney and Hornsby,New South Wales,ev_00398,"-33.732351,151.130710",review_unresolved,,,,,,,,,,,,,,,,,False,,,review_shared_external,False,unmatched,False,unmatched,False,unmatched,False
,,"28-32 Bowen St, Huskisson, 2540",Exploren,1,AC,22 kW,-35.04138043,150.6722723,Shoalhaven City Council,2540,Existing Destination Chargers,114,Southern Highlands and Shoalhaven,New South Wales,ev_00399,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"28-38 Powell St, Sydney, 2140",Chargefox,3,AC,22 kW,-33.86413018,151.0845375,Strathfield Municipal Council,2140,Existing Destination Chargers,120,Sydney - Inner West,New South Wales,ev_00400,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"2848 Pacific Hwy, Tyndale NSW, 2464",Evie,4,DC,350 kW,-29.56122927,153.1492773,Clarence Valley Council,2464,Existing Fast Chargers,104,Coffs Harbour - Grafton,New South Wales,ev_00401,"-29.561229,153.149277",matched,3.15,nearby_identity,node/8994778322,,,Evie Networks,CCS Type 2,,,,,,,OpenStreetMap contributors,ODbL 1.0; https://www.openstreetmap.org/copyright,https://www.openstreetmap.org/node/8994778322,True,osm,osm,review_identity,False,unmatched,False,review_identity,False,matched,True
,,"286-288 New Line Rd, Sydney, 2158",Chargefox,2,AC,6 kW,-33.69570975,151.0314655,"Hornsby, The Council of the Shire of",2158,Existing Destination Chargers,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00402,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"287 Mona Vale Rd, Sydney, 2084",Tesla,2,AC,22 kW,-33.68911516,151.223974,Northern Beaches Council,2084,Existing Destination Chargers,122,Sydney - Northern Beaches,New South Wales,ev_00403,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
,,"29 Windsor Rd, Sydney, 2155",JOLT,2,DC,25 kW,-33.71252457,150.9583413,The Hills Shire Council,2155,Existing Fast Chargers,115,Sydney - Baulkham Hills and Hawkesbury,New South Wales,ev_00404,"-33.712525,150.958341",review_unresolved,,,,,,,,,,,,,,,,,False,,,unmatched,False,unmatched,False,unmatched,False,unmatched,False
,,"290 Pacific Hwy, Newcastle, 2290",Tesla,2,AC,6 kW,-32.95694299,151.701021,Lake Macquarie City Council,2290,Existing Destination Chargers,111,Newcastle and Lake Macquarie,New South Wales,ev_00405,,not_target,,,,,,,,,,,,,,,,,False,,,not_target,False,not_target,False,not_target,False,not_target,False
